gene,A1,A2,A3,B1,B2,B3
gene3103,0.95,1.61,0.91,7.72,2.04,6.01
gene3104,0.06,0.13,0.06,0.72,0.25,1.04
gene3105,47.39,72.57,53.55,28.14,44.21,32.08
gene3106,0.06,0.9,0.12,0.54,1.86,1.39
gene3107,0.33,0,0.06,0.96,0.25,0.4
gene3108,5.86,3.16,2.79,12.75,4.89,18.61
gene3109,8.37,1.93,13.63,1.92,1.92,3.47
gene3110,2.4,0.97,1.64,8.92,2.66,16.59
gene3111,100.65,94.72,179.49,78.61,82.23,75.71
gene3112,0.11,0,0.06,0.24,0.31,1.73
gene3113,0.45,1.22,0.18,4.31,4.27,4.22
gene3114,2.4,2.06,1.15,5.87,4.21,6.18
gene3115,0.67,0.71,0.36,0,0.19,0.23
gene3116,16.91,0.64,9.57,0.12,2.11,2.6
gene3117,47.62,43.21,88.63,39.46,34.18,33.64
gene3118,4.86,13.72,5.82,16.64,13.25,25.2
gene3119,3.68,2.25,0.06,0.36,0.5,0.29
gene3120,0.45,0.19,0.12,1.02,0.74,0.98
gene3121,0.45,0.39,0.73,0.06,0,0.17
gene3122,0.39,0.26,0.36,0.06,0.12,0.06
gene3123,8.6,12.69,2.91,23.83,8.48,23.58
gene3124,20.82,13.72,12.72,51.25,24.21,25.66
gene3125,0.06,0.19,0.12,0.54,0.68,0.87
gene3126,7.2,8.31,3.7,54.96,50.78,59.07
gene3127,0.17,0.06,0.06,0.3,0.43,0.52
gene3128,3.8,5.86,4.42,13.47,11.15,15.37
gene3129,2.01,1.22,0.73,3.89,2.72,4.22
gene3130,6.92,5.92,1.58,15.45,7.24,11.62
gene3131,0.33,0.58,0.24,1.02,0.99,0.87
gene3132,3.85,3.8,1.94,0.96,1.36,1.21
gene3133,0.95,0.77,0.61,1.44,1.92,2.31
gene3134,2.34,0.58,0.24,3.89,1.92,3.35
gene3135,18.37,6.44,3.51,44.19,12.51,17.05
gene3136,2.07,0.84,0.24,0.42,0.12,0.35
gene3137,0.89,1.61,0.61,4.43,1.73,4.57
gene3138,44.77,46.75,34.17,78.2,91.03,49.59
gene3139,8.54,6.89,0.24,27.48,9.6,15.95
gene3140,0.5,0.39,0.18,0.96,0.31,2.02
gene3141,2.57,1.74,1.45,0.36,0.56,0.17
gene3142,0,0.26,0.24,1.92,0.37,1.5
gene3143,0.84,1.87,0.36,2.51,2.6,4.39
gene3144,16.8,0.71,14.36,1.74,2.35,3.06
gene3145,1.34,1.09,0.42,2.22,2.29,3.53
gene3146,10.89,11.66,7.15,44.43,10.71,36.35
gene3147,1.34,0.32,1.64,0.06,0.12,0.23
gene3148,4.74,2.25,1.88,10.84,3.78,12.89
gene3149,3.41,3.09,0.55,3.53,6.44,8.38
gene3150,0.73,1.61,1.09,1.08,5.76,6.99
gene3151,0.39,0.58,0.12,0.84,1.18,0.98
gene3152,2.01,0.71,1.82,6.71,2.41,8.32
gene3153,0.28,0.06,0.18,0.66,0.5,0.64
gene3154,7.48,6.12,8.54,21.32,12.07,55.6
gene3155,2.79,0.26,3.57,0.3,0.74,0.87
gene3156,0.67,0.84,0.79,2.69,0.68,3.06
gene3157,1.06,1.93,0.79,0.42,0.5,0.12
gene3158,0.22,0,0.06,0.84,0.25,0.29
gene3159,1.23,1.16,0.61,6.23,2.6,6.76
gene3160,54.26,26.59,85.66,38.38,22.73,33.98
gene3161,16.19,23.63,4.24,4.97,4.27,4.51
gene3162,0.67,0.26,0.42,2.69,0.31,2.37
gene3163,0.33,0.58,0.12,2.57,0.37,1.91
gene3164,0.11,0.06,0,0.36,0.37,0.29
gene3165,2.9,2.25,0.91,8.26,3.03,8.15
gene3166,0.89,1.42,0.36,0.36,0.19,0.29
gene3167,1.12,0.71,0.67,2.99,2.35,3.35
gene3168,2.12,1.03,0.85,4.61,1.73,6.47
gene3169,2.01,2.32,1.7,9.46,6.63,9.94
gene3170,7.26,5.15,5.82,17.84,3.1,26.82
gene3171,0.78,0.19,1.03,0.84,21.24,5.43
gene3172,5.3,5.28,4.6,1.44,1.92,1.73
gene3173,1.73,2.38,1.15,0.48,0.87,0.46
gene3174,31.2,4.57,37.01,3.29,9.54,13.93
gene3175,6.25,6.95,3.63,16.17,8.17,19.3
gene3176,2.4,2.58,0.42,7.07,5.39,10.69
gene3177,1.4,0.97,0.79,8.5,3.78,6.07
gene3178,0.78,0.26,0.24,0.78,1.24,1.44
gene3179,5.25,4.7,3.21,1.98,1.61,1.73
gene3180,8.26,4.7,7.81,26.4,14.92,18.61
gene3181,6.81,7.28,3.21,17.24,11.39,15.95
gene3182,0.11,0.39,0,0.42,0.8,0.64
gene3183,0.17,0.39,0.42,0.54,0.74,3.18
gene3184,8.32,0.77,8.18,0.6,0.99,1.21
gene3185,0.95,1.09,2.12,7.42,12.69,19.59
gene3186,1.17,0.26,0.55,2.81,2.23,2.02
gene3187,22.78,16.68,18.17,7.3,12.26,11.73
gene3188,7.54,10.24,8.6,5.69,2.35,4.1
gene3189,0.33,0.19,0.12,1.74,1.18,1.44
gene3190,0.28,0.13,0.67,3.35,1.55,1.62
gene3191,16.52,20.09,15.33,2.57,1.98,1.79
gene3192,0.61,1.03,0.42,8.2,4.21,1.85
gene3193,0.39,0.71,0.18,2.04,0.5,1.5
gene3194,2.23,1.29,0.3,0.48,0.62,0.23
gene3195,0.17,0.06,0.55,1.08,0.5,2.54
gene3196,1,0.58,1.21,0.18,0.25,0.46
gene3197,0.84,0.26,0.42,1.86,0.74,1.56
gene3198,0.73,0.97,0.36,3.95,1.67,2.6
gene3199,1.51,2,0.73,4.01,2.11,10.17
gene3200,0.45,0.06,0.06,0.42,0.56,1.04
gene3201,85.58,47.07,189.24,48.86,55.3,53.52
gene3202,0.06,0.45,0.12,0.9,0.43,1.21
gene3203,0.45,0.39,0.67,1.68,1.55,1.33
gene3204,1.4,1.03,0.85,2.81,2.97,2.08
gene3205,8.09,7.21,3.03,24.91,24.27,18.03
gene3206,4.02,0.45,4.48,0.84,0.99,1.04
gene3207,3.35,0.19,3.15,0.24,0.43,0.69
gene3208,3.91,2,5.63,9.7,7.18,19.65
gene3209,3.85,4.7,3.82,12.69,8.05,15.03
gene3210,0.89,0.52,0.24,3.53,0.5,3.35
gene3211,8.65,6.37,1.09,1.62,1.42,1.04
gene3212,0.78,1.55,1.82,4.37,4.02,8.61
gene3213,1.17,0.64,0.36,2.51,1.11,2.83
gene3214,29.14,33.16,27.62,15.15,23.59,14.62
gene3215,4.63,4.51,2,10.78,6.25,8.9
gene3216,29.47,32.65,42.34,22.69,21.98,19.71
gene3217,25.18,30.46,23.69,12.57,15.17,16.53
gene3218,0.67,1.22,0.73,0.06,0,0.06
gene3219,2.34,2,1.03,5.33,2.97,4.62
gene3220,0.45,0.64,0.24,0.18,0.06,0.17
gene3221,41.87,23.95,40.53,5.81,2.6,6.7
gene3222,1.12,1.03,0.73,3.53,1.98,5.95
gene3223,0.84,0.26,1.64,0.06,0.19,0.23
gene3224,14.9,13.52,23.75,7.54,7.86,10.29
gene3225,1.73,1.09,3.76,3.95,1.61,17.45
gene3226,1.62,1.29,0.55,2.39,5.33,3.12
gene3227,0.33,0,0.3,0.48,0.5,1.44
gene3228,1.12,1.03,0.85,3.77,3.96,4.8
gene3229,0.17,0,0.06,0.66,0.43,0.52
gene3230,0.11,0.13,0,0.54,0.37,0.52
gene3231,21.49,36.58,4.36,48.26,42.73,54.21
gene3232,6.64,6.25,7.03,17.72,13.87,17.22
gene3233,0.45,0.45,0.24,0.06,0.19,0.06
gene3234,6.03,8.31,3.27,11.2,14.55,13
gene3235,0.11,0.13,0,0.48,0.56,0.29
gene3236,0.22,0.26,0,2.1,0.43,2.77
gene3237,12.11,13.07,9.27,28.38,13.68,26.53
gene3238,15.3,19.51,11.09,33.47,22.29,30.46
gene3239,0.56,0.45,1.27,2.75,1.24,4.91
gene3240,0.28,0.19,1.03,1.86,0.31,4.51
gene3241,23.89,16.55,11.99,39.1,29.66,37.68
gene3242,1.56,1.67,0.79,3.89,2.91,3.87
gene3243,2.01,1.48,0.79,0.24,0.25,0.29
gene3244,5.14,3.03,3.33,1.56,1.67,1.79
gene3245,16.13,11.72,7.09,31.19,15.54,24.85
gene3246,8.54,2.64,6.72,31.19,12.76,21.85
gene3247,5.81,2.45,2.3,14.55,2.35,17.4
gene3248,1.17,0.71,0.12,2.93,1.24,4.28
gene3249,7.98,10.75,3.76,1.86,3.47,3.64
gene3250,7.42,10.05,3.7,15.45,14.24,16.07
gene3251,14.29,9.66,2.06,41.43,16.6,47.45
gene3252,5.14,0.58,12.72,0.42,1.49,1.04
gene3253,0.39,0.13,0.48,0.72,0.74,1.56
gene3254,2.9,2.06,2.6,0.6,0.12,0.92
gene3255,1.67,0.97,0.12,4.37,1.98,4.28
gene3256,0.56,0.32,0.24,1.8,0.31,1.5
gene3257,0.45,0.06,0.12,1.02,0.37,0.87
gene3258,0.28,0.32,0.36,0.06,0,0.12
gene3259,0.22,0.13,0.24,0.42,0.37,1.1
gene3260,0.39,0.26,0.48,0.06,0.19,0.06
gene3261,2.62,0.84,1.7,0.48,0.68,0.58
gene3262,23.33,29.23,20.72,10.66,14.55,16.36
gene3263,0.67,0.19,1.76,2.04,2.29,8.21
gene3264,50.97,24.53,90.08,32.09,19.51,29.53
gene3265,0.17,0,0,0.3,0.37,0.35
gene3266,20.32,16.68,19.26,64.54,23.47,48.2
gene3267,0.22,0.19,0.3,0.66,0.74,1.04
gene3268,4.74,5.34,4.3,1.5,2.29,2.89
gene3269,28.58,19.83,12.78,64.96,31.64,81.78
gene3270,0.61,0.58,0.67,1.68,1.98,1.79
gene3271,0.22,0.19,0.42,0.78,0.5,1.27
gene3272,0.67,0.26,0.06,5.81,0.56,0.75
gene3273,2.07,4.12,0.73,1.02,0.93,0.46
gene3274,21.94,18.61,10.36,4.73,6.01,10.92
gene3275,0.84,0.45,0.61,0.96,2.29,4.57
gene3276,1.45,1.22,1.39,0.54,0.25,0.29
gene3277,49.12,24.28,78.93,19.04,28.79,33.64
gene3278,46.72,23.5,79.11,20.9,29.23,33.23
gene3279,10.94,9.4,10.3,47.72,14.8,30.11
gene3280,0.45,0.32,0.36,3.11,0.99,1.16
gene3281,0.89,0.19,0.48,15.93,2.41,2.6
gene3282,1.95,1.93,1.15,0.66,0.37,0.69
gene3283,0.67,0.39,0.61,0,0.31,0
gene3284,0.06,0.64,0.24,0.9,1.36,0.64
gene3285,0.73,0.39,0.79,0.18,0,0.4
gene3286,24.34,30.33,15.63,70.59,46.57,117.84
gene3287,23.17,23.89,7.21,66.94,42.85,93.16
gene3288,4.8,4.38,2.79,1.38,1.24,1.96
gene3289,2.07,1.22,1.09,4.79,3.34,5.49
gene3290,28.69,34.06,20.9,17.06,16.9,14.8
gene3291,0.61,0.45,0.12,2.22,0.68,0.64
gene3292,0.28,0.32,0,0.84,0.31,0.69
gene3293,1.23,0.71,0.48,2.45,1.3,2.89
gene3294,4.58,7.79,3.76,11.44,16.35,12.37
gene3295,1.51,1.35,1.7,0.36,0.74,0.64
gene3296,4.69,3.41,1.21,12.63,2.23,11.04
gene3297,3.24,0.39,5.94,0.12,0.74,0.92
gene3298,7.31,8.69,2.3,2.34,1.8,3.24
gene3299,1.34,1.03,1.15,0.72,0.31,0.4
gene3300,2.34,1.67,0.42,10.78,3.16,0.81
gene3301,0,0.32,0.24,0.84,0.62,0.58
gene3302,0.73,0.84,0.48,0.06,0.12,0.35
gene3303,4.08,6.05,4.42,1.68,2.72,2.08
gene3304,4.63,1.48,2.85,10.6,5.14,8.15
gene3305,2.74,3.93,2.06,210.16,106.88,269.55
gene3306,4.8,2.64,3.7,1.86,0.19,0.69
gene3307,0.33,0,0,0.6,0.25,0.4
gene3308,0.28,0.45,0.24,3.59,1.18,1.62
gene3309,0.33,0.39,0.67,0.18,0,0.12
gene3310,1.79,0.97,1.88,0.48,0.37,0.17
gene3311,0.5,0.32,0.12,0.9,1.05,0.98
gene3312,4.91,5.09,1.09,11.91,12.07,16.7
gene3313,5.92,7.28,12.42,22.51,11.15,25.02
gene3314,0.61,0.26,0.61,0,0.06,0.17
gene3315,14.63,8.89,16.66,37.36,17.83,36.99
gene3316,1.95,0.39,1.09,5.63,1.11,6.36
gene3317,0.11,0,0,0.36,0.43,0.29
gene3318,1.23,0.26,2.06,0.24,0.12,0.12
gene3319,3.24,3.35,0.97,0.6,1.05,0.46
gene3320,0.67,1.35,0.97,2.81,5.2,10.81
gene3321,1.12,0.77,0.12,2.93,1.24,2.89
gene3322,1.34,1.22,0.61,0.36,0.12,0.29
gene3323,0.33,2,2.3,4.61,7.31,8.73
gene3324,1.84,0.32,2.67,6.95,1.42,13.52
gene3325,3.8,1.48,0.85,0.06,0.12,0.69
gene3326,0.11,0.19,0.24,0.54,0.8,1.04
gene3327,1.62,2.19,0.85,4.67,3.9,5.43
gene3328,2.62,2.83,0.85,4.91,3.84,7.4
gene3329,5.02,16.87,5.27,33.65,12.63,25.37
gene3330,95.29,87.77,86.32,58.26,54.31,62.24
gene3331,0.39,0.39,0.24,0.96,0.93,0.87
gene3332,1.45,0.58,2.36,3.05,2.6,8.73
gene3333,0.17,0.06,0.18,0.9,0.43,0.81
gene3334,3.63,6.63,4.85,1.2,1.86,2.54
gene3335,2.79,1.61,0.61,6.41,2.23,6.94
gene3336,0.95,0.45,0.12,2.87,0.31,2.08
gene3337,0.61,0.77,0.12,2.45,0.43,2.02
gene3338,6.64,0.26,13.57,0.42,2.72,2.37
gene3339,2.34,0.9,2,3.35,3.16,10.52
gene3340,0.56,0.19,0.24,1.68,1.3,3.12
gene3341,4.08,1.29,3.21,0.06,1.36,1.04
gene3342,0.73,0.39,0.18,1.98,0.37,2.02
gene3343,0.45,0.52,0.3,2.1,0.12,2.14
gene3344,2.29,1.87,1.21,6.53,4.64,8.9
gene3345,11.05,8.5,14.18,6.89,3.16,4.8
gene3346,2.23,1.87,2.67,0.78,0.62,1.44
gene3347,0.95,0.52,0.85,2.39,1.49,3.76
gene3348,0.11,0.26,0,0.66,0.31,0.35
gene3349,55.71,28.01,123.15,40.95,36.41,30.75
gene3350,8.76,10.69,5.27,26.7,10.16,19.13
gene3351,3.18,1.93,2.24,3.95,13.81,12.66
gene3352,1.84,0.58,0.48,4.91,0.8,3.53
gene3353,0.78,1.29,0.61,3.53,1.18,3.12
gene3354,5.75,4.06,0.97,9.7,7.86,9.19
gene3355,28.92,23.44,17.63,11.97,10.65,14.22
gene3356,0.17,0,0,0.9,0.5,0.64
gene3357,2.62,1.8,0.79,0.3,0.19,0.12
gene3358,1.06,1.35,0.67,2.28,2.6,3.35
gene3359,0.95,0.58,0.55,2.93,0.5,2.54
gene3360,0.06,0,0.12,0.24,0.5,0.23
gene3361,11.16,5.6,7.63,37,19.94,41.15
gene3362,1.84,1.16,2.12,3.35,4.21,5.43
gene3363,0.39,0.45,0.91,0.12,0,0.17
gene3364,0.61,0.39,0.36,3.47,1.05,0.98
gene3365,2.01,1.42,1.03,10.72,9.85,11.5
gene3366,1.73,1.67,0.73,5.69,4.27,5.55
gene3367,0.33,0.06,0.12,0.36,1.24,2.02
gene3368,5.25,0.39,4.97,0.42,1.11,1.39
gene3369,5.02,3.16,2.6,8.56,7.62,11.85
gene3370,0.5,0.13,0,2.16,1.49,1.68
gene3371,0.73,0.45,0.73,0.18,0.19,0.29
gene3372,2.68,1.55,1.27,0.6,0.19,0.87
gene3373,0.28,0.52,0.18,0.54,0.74,1.33
gene3374,2.68,4.38,2.48,1.38,0.68,1.33
gene3375,0.84,0.64,0.06,2.57,0.99,1.62
gene3376,2.18,0.77,0.18,6.77,0.68,13
gene3377,35.89,20.09,34.04,7.78,7.37,14.74
gene3378,0.17,0.26,0.18,0.54,0.43,0.69
gene3379,23.5,30.59,10.48,55.68,46.13,56.81
gene3380,53.2,30.78,74.09,33.95,31.08,24.39
gene3381,42.2,32.39,43.43,21.67,22.17,21.5
gene3382,10.61,8.76,13.27,6.35,2.29,5.89
gene3383,4.74,3.41,2,22.87,12.01,24.68
gene3384,2.4,3.99,0.06,0.42,0.56,0.23
gene3385,0.22,0.39,0.24,1.08,1.18,0.4
gene3386,1.4,1.87,0.67,4.13,2.29,5.78
gene3387,1.73,1.09,1.64,0.42,0.99,0.4
gene3388,6.59,6.7,6.91,2.81,3.65,3.29
gene3389,2.01,2,3.45,5.63,2.48,14.51
gene3390,1.23,2,1.09,6.89,4.4,10.69
gene3391,1.67,1.22,1.58,8.5,3.53,10.06
gene3392,0.84,0.32,0.61,2.57,0.8,3.24
gene3393,0.22,0.19,0.3,0.36,0.87,1.04
gene3394,7.2,7.28,4.6,22.33,15.05,20.4
gene3395,3.35,7.92,2.18,9.22,10.28,20.81
gene3396,2.4,3.48,1.88,7.96,5.33,10.06
gene3397,0.39,0.64,0.12,0.78,0.5,2.2
gene3398,1.51,2.45,2.12,4.79,4.58,8.44
gene3399,31.26,28.08,23.38,51.13,41.92,50.34
gene3400,35.56,20.03,59.79,25.99,17.77,20.57
gene3401,1.06,0.52,1.27,0.3,0.31,0.35
gene3402,28.47,18.09,22.23,76.88,27.06,51.09
gene3403,2.4,1.16,1.03,8.14,3.34,7.05
gene3404,0.73,0.52,0.67,3.89,2.41,2.95
gene3405,0.39,0.39,0.06,0.66,0.43,1.44
gene3406,18.64,20.35,17.93,49.58,24.27,47.22
gene3407,3.41,8.31,3.57,11.74,20.74,13.52
gene3408,8.09,11.01,7.81,5.39,2.72,4.97
gene3409,0.17,0,0,0.48,0.25,1.16
gene3410,10.49,9.72,6.06,20.72,14.43,21.85
gene3411,2.57,1.48,1.21,6.29,2.41,5.95
gene3412,1.56,1.74,0.61,4.97,1.61,5.95
gene3413,3.52,1.09,2.48,0.42,0.68,0.52
gene3414,4.91,4.57,2.73,13.17,6.07,9.02
gene3415,8.6,6.25,7.45,21.55,13.81,14.85
gene3416,0.28,0.39,0.18,1.56,0.43,1.44
gene3417,4.41,5.8,0.61,1.02,1.18,1.1
gene3418,9.55,4.44,14.78,3.53,5.45,2.49
gene3419,1.23,1.09,0.61,0.42,0.37,0.46
gene3420,1.51,0.19,1.51,0.24,0.43,0.4
gene3421,0,0.45,0.36,0.72,0.74,1.04
gene3422,0,0,0.18,0.9,0.56,2.31
gene3423,19.04,9.47,17.63,1.8,0.74,1.62
gene3424,0.06,0.32,0.3,0.24,1.42,1.56
gene3425,13.17,12.36,6.06,22.81,17.15,23.12
gene3426,17.7,16.48,8.3,9.4,6.01,5.03
gene3427,0.17,0.06,0.42,0.3,0.56,1.56
gene3428,0.5,0.39,0.36,0.06,0.25,0.06
gene3429,0.11,0.39,0.12,0.6,0.5,0.92
gene3430,0.45,0.32,0.12,1.14,2.17,0.23
gene3431,3.96,3.8,1.64,7.84,3.59,11.62
gene3432,0.78,0.58,0,5.69,0.31,9.02
gene3433,2.51,2.64,0.42,0.18,0.93,0.64
gene3434,0.56,0.64,0.24,0.24,0.06,0.17
gene3435,0.39,0,0,1.08,0.56,2.72
gene3436,0.84,1.09,0.42,0.66,2.91,3.41
gene3437,0.17,0.26,0.24,0.84,1.05,0.75
gene3438,3.63,3.93,2.18,12.39,3.47,14.33
gene3439,0.73,0.71,0.3,1.44,1.67,3.06
gene3440,1.06,0.32,0.55,2.75,0.87,1.96
gene3441,0.22,0.19,0,0.72,0.74,0.87
gene3442,0.84,0.71,0.18,3.11,1.55,3.24
gene3443,36.62,33.1,23.87,52.63,54.92,51.9
gene3444,11.72,10.62,3.45,43.47,21.36,23.46
gene3445,79.94,26.72,148.17,48.56,30.16,45.54
gene3446,20.93,17.64,17.87,61.67,20.99,52.71
gene3447,0.61,0.84,0.73,0.36,0.25,0.23
gene3448,0.33,0.9,0.36,1.26,1.67,1.16
gene3449,0.06,0.19,0.06,0.36,0.62,1.85
gene3450,1.95,0.32,1.39,3.95,2.11,7.86
gene3451,0.73,0.26,0.18,7.18,1.18,6.01
gene3452,3.8,2.64,5.21,10.54,6.19,28.61
gene3453,2.62,0.84,0.85,9.04,1.49,12.08
gene3454,1.12,0.26,0.24,1.26,1.61,7.11
gene3455,11.72,8.44,6.36,27.9,17.77,24.91
gene3456,1.62,0.9,1.15,0.42,0.19,0.81
gene3457,2.23,2.9,2.3,0.9,1.24,0.98
gene3458,1.62,0.58,0.24,4.31,0.93,5.03
gene3459,1,0.58,1.88,4.13,2.17,3.76
gene3460,27.46,33.81,7.81,5.75,5.39,9.77
gene3461,1,0.58,0.79,3.53,0.99,4.8
gene3462,0.28,1.03,0.12,2.39,0.99,1.44
gene3463,6.03,7.73,2.79,13.17,10.96,14.68
gene3464,0.73,0.97,1.45,11.38,3.28,7.63
gene3465,0.39,0.26,0.48,0.18,0.06,0.06
gene3466,1.28,1.35,0.55,4.79,1.24,3.99
gene3467,0.95,0.84,0.48,1.86,2.85,1.68
gene3468,2.23,0.97,1.39,5.33,2.54,7.63
gene3469,286.31,248.43,126,637.24,447.64,440.97
gene3470,0.89,0.64,0.67,4.97,4.02,4.91
gene3471,1.95,1.29,1.64,0.36,0.87,0.81
gene3472,3.8,3.67,1.82,11.02,11.52,9.54
gene3473,0.28,0.52,0.67,0.36,0,0.06
gene3474,3.63,2.12,5.33,1.38,2.11,0.98
gene3475,10.77,10.3,14.9,6.65,2.48,4.05
gene3476,2.12,0.52,0.61,0.36,0.25,0.06
gene3477,9.49,9.92,5.33,30.6,16.53,24.97
gene3478,5.36,0.32,8,0,1.67,0.98
gene3479,45.77,22.99,76.45,19.52,31.58,30.23
gene3480,49.63,24.79,75.96,19.04,30.09,31.38
gene3481,6.7,0.39,7.88,0.18,1.61,0.4
gene3482,13.79,10.24,2.12,3.53,2.66,3.58
gene3483,11.22,9.92,10.06,31.55,11.33,20.52
gene3484,2.46,3.22,1.64,2.75,8.3,7.4
gene3485,22.11,40.76,44.34,9.76,25.64,24.27
gene3486,11,9.79,8.42,17.06,21.8,27.39
gene3487,3.96,1.42,5.51,1.5,1.3,1.5
gene3488,0.06,0.32,0.06,0.9,0.74,0.81
gene3489,1.84,3.99,0.42,5.93,4.33,7.8
gene3490,19.71,7.41,21.44,47.54,17.28,45.19
gene3491,11.67,9.53,5.03,32.99,15.23,26.76
gene3492,1.4,0.39,0.42,1.38,1.8,2.95
gene3493,4.02,3.54,3.57,11.32,4.83,11.91
gene3494,43.71,10.37,32.23,15.93,11.08,9.94
gene3495,2.74,1.35,2.6,6.29,3.84,9.88
gene3496,0,0,0.18,0.78,0.43,0.4
gene3497,6.81,4.77,2.54,1.8,1.36,2.02
gene3498,11.28,8.11,6.6,19.16,12.51,24.91
gene3499,0.61,0.77,0.12,2.04,0.56,2.08
gene3500,0.73,0.52,0.12,1.8,0.37,1.91
gene3501,0.06,0.13,0,0.3,0.74,0.64
gene3502,2.46,1.87,3.33,6.95,4.02,8.32
gene3503,1.67,2.38,2.3,13.59,4.33,7.69
gene3504,0.67,0.13,0.24,1.32,0.8,2.02
gene3505,1.84,2.12,0.85,0.12,1.05,0.58
gene3506,2.68,1.42,2.54,8.38,3.59,9.36
gene3507,3.57,3.67,1.82,8.2,3.03,13.87
gene3508,1.4,0.77,0.91,0.48,0.5,0.4
gene3509,1.34,1.55,0.97,4.31,1.55,5.14
gene3510,0.39,0.39,0.18,2.99,1.11,0.98
gene3511,2.74,1.93,1.03,5.75,4.27,7.69
gene3512,0.45,0.32,0.61,1.32,2.35,0.87
gene3513,3.35,4.89,3.09,13.95,12.26,15.72
gene3514,0.84,1.09,0.55,3.47,1.61,3.24
gene3515,8.43,9.85,7.21,6.05,2.79,3.35
gene3516,95.68,60.85,111.64,63.47,45.33,61.38
gene3517,2.07,1.93,1.03,4.91,3.53,3.81
gene3518,2.79,0.64,0.61,3.47,1.49,7.4
gene3519,38.63,60.27,12.05,61.13,82.6,69.41
gene3520,23.11,36.38,9.21,10,12.2,11.91
gene3521,0.22,0.06,0.12,0.6,0.43,0.29
gene3522,30.03,32,12.3,10.6,13.19,14.97
gene3523,0.56,0.06,0.24,1.44,0.5,0.98
gene3524,0.11,0.19,0.06,0.54,0.8,0.35
gene3525,0.5,0.64,0.48,0.18,0.31,0.06
gene3526,2.12,1.22,0.61,0.72,0.43,0
gene3527,0.67,0.26,0.48,0.06,0.06,0.12
gene3528,7.03,8.5,7.03,16.47,12.76,20.29
gene3529,24.56,23.83,7.21,5.63,8.36,9.94
gene3530,2.96,1.29,0.67,8.02,1.49,5.26
gene3531,9.43,11.01,3.39,14.19,20,16.93
gene3532,0.61,0.06,0,2.34,0.5,1.62
gene3533,0.84,0.39,0.18,2.39,0.5,2.02
gene3534,0.56,0.64,0.24,2.34,0.43,1.5
gene3535,14.12,30.39,12.12,31.37,47.74,35.72
gene3536,23.89,32.07,5.39,41.31,39.63,49.53
gene3537,4.08,4.19,0.97,15.75,2.11,14.45
gene3538,47.34,30.65,81.84,23.17,23.78,33.64
gene3539,8.37,10.05,1.39,1.5,1.8,2.25
gene3540,0.11,0.13,0.12,2.99,0.25,3.76
gene3541,1.67,0.84,1.03,0,0.19,0.06
gene3542,4.74,0.52,4.97,0.72,0.5,1.79
gene3543,7.59,6.95,0.12,1.86,0.99,0.58
gene3544,3.8,5.92,4.42,1.56,2.04,1.96
gene3545,5.58,9.4,6.42,3.05,3.72,2.89
gene3546,11.39,12.43,7.15,6.11,4.52,4.85
gene3547,7.65,7.79,2.06,2.57,1.61,2.83
gene3548,6.64,4.38,5.94,1.56,2.35,1.27
gene3549,1.62,1.8,1.15,1.2,0.25,0.12
gene3550,6.2,8.82,3.03,0,0.12,0
gene3551,1.28,1.61,0.48,0,0.25,0.17
gene3552,0.39,0.32,0,1.14,0.31,1.21
gene3553,0.17,0.19,0.12,1.44,0.31,1.44
gene3554,0,0,0,2.39,0.25,1.79
gene3555,1.62,0.84,0.67,0.48,0.31,0.06
gene3556,0.22,0.06,0.12,0.54,0.37,0.69
gene3557,13.12,9.21,9.45,45.44,27.86,30.75
gene3558,3.07,0.39,2.67,0.72,0.06,0.69
gene3559,3.18,3.03,3.09,11.56,2.11,11.27
gene3560,0.45,0.26,1.03,1.68,1.05,3.06
gene3561,0.5,0.32,0.79,1.2,0.99,3.24
gene3562,2.29,0.58,0.36,3.53,2.72,3.29
gene3563,24.73,30.2,21.99,12.93,15.05,13.58
gene3564,0.5,0,0.42,2.16,4.64,10.23
gene3565,0.5,0.64,0.42,0.12,0.25,0.06
gene3566,3.52,1.87,1.21,6.71,3.72,11.96
gene3567,31.82,23.12,9.33,68.08,45.88,70.45
gene3568,12.67,9.4,2.67,31.79,7.74,19.42
gene3569,0.45,0.26,0.97,1.62,0.68,3.24
gene3570,0.56,0.26,0.61,1.2,0.99,3.64
gene3571,0.28,0.13,0.73,2.04,0.56,3.53
gene3572,0.5,0.06,0.42,1.32,0.99,3.29
gene3573,1.34,2.06,0.36,0.3,0.06,0.17
gene3574,0.89,0.06,0.42,0.96,3.72,5.2
gene3575,3.07,2.32,0.97,7.12,3.65,7.86
gene3576,1.17,0.32,0.73,3.71,0.62,3.7
gene3577,1.4,0.9,0.24,1.8,1.42,3.81
gene3578,15.46,29.81,17.08,37.78,38.58,49.7
gene3579,0.28,0.13,0.12,0.3,0.93,1.1
gene3580,8.54,17.64,9.45,12.87,26.32,35.31
gene3581,39.52,29.17,35.26,18.92,21.12,24.68
gene3582,28.3,37.8,31.5,21.08,20.74,17.16
gene3583,31.43,15.97,47.43,23.47,10.09,14.45
gene3584,3.29,2.83,2.48,0.42,1.11,0.87
gene3585,0.39,0.06,0.3,2.51,0.56,2.72
gene3586,0.06,0.19,0.24,0.54,1.24,0.46
gene3587,4.35,4.25,4.97,1.08,2.48,2.25
gene3588,1.28,0.64,1.15,6.17,1.36,8.61
gene3589,1.9,4.12,0.55,6.65,5.82,4.74
